State_of_Country,Market_Category,Product_Category,Grade,Low_Cap_Price,High_Cap_Price
20,86,0,0,2191,3596
20,403,0,0,1913,3489
3,416,0,1,2390,7879
21,443,0,0,5919,8370
21,452,0,0,6166,8622
5,101,0,0,1302,1669
0,275,0,0,897,3911
17,358,0,3,7893,13634
20,93,0,1,1318,5537
20,92,0,0,1121,8293
3,63,0,1,1900,13642
21,149,10,0,6953,10094
21,447,0,0,6173,7365
21,24,10,0,6332,8333
21,452,0,0,5831,8222
0,1,0,0,1272,2283
17,358,0,3,5096,12165
20,104,13,0,1237,6023
21,452,0,0,5986,8298
0,275,0,0,918,1978
0,320,0,0,365,2401
1,455,0,0,942,2614
11,2,0,1,5628,9183
2,350,1,3,4998,8863
17,358,0,3,4913,12408
17,39,0,3,7471,15431
20,46,0,0,1512,3479
21,149,10,0,7304,9939
21,447,0,0,5609,7896
21,24,10,0,6328,8910
21,76,0,0,6246,9620
0,3,0,0,1853,2382
0,1,0,0,837,1800
0,275,0,0,1187,3345
0,294,0,2,986,3402
17,358,0,3,7944,12100
17,13,0,3,495,2176
18,23,4,2,1073,2887
18,23,5,2,815,2472
18,23,12,2,3177,8313
20,93,0,1,965,3589
20,86,0,0,2195,3737
20,46,0,0,1583,2034
3,62,0,0,1190,4288
21,447,0,0,5832,7892
21,24,10,0,6649,9357
21,452,0,0,6251,8802
5,101,0,0,1527,2054
0,1,0,0,931,1576
1,105,3,0,976,2152
2,350,1,3,5193,9734
17,460,15,3,338,605
17,358,0,3,5367,11728
18,23,5,2,669,2463
20,403,0,0,1410,2600
3,423,15,0,2794,8093
21,447,0,0,5362,8108
21,24,10,0,6183,9677
21,76,0,0,6918,9954
21,452,0,0,5855,8099
0,1,0,0,1032,1765
0,275,0,0,725,1950
1,99,0,0,579,2122
2,350,1,1,4994,8068
17,358,0,3,7996,12008
17,11,0,3,572,1171
18,23,12,2,2574,7417
20,93,0,1,1218,3375
20,104,13,0,1178,6986
3,63,0,1,1782,13249
3,74,0,0,8051,11723
21,441,10,2,6335,9163
21,14,0,0,3264,6071
21,446,10,0,6857,9244
21,447,0,0,5986,8427
21,24,10,0,6745,8637
21,452,0,0,6455,8729
0,256,0,0,1845,10539
1,106,16,0,587,4232
1,83,0,0,605,1744
6,28,1,0,1183,1932
17,39,0,3,5697,10882
18,23,4,2,1322,3487
18,23,5,2,754,3256
18,23,12,2,2038,8241
20,93,0,1,2171,8706
3,423,15,0,3291,8577
21,441,10,2,5932,8910
21,444,0,1,6735,8983
21,447,0,0,5601,7720
21,24,10,0,6425,8983
21,87,0,0,4120,5789
21,452,0,0,6670,9285
0,250,0,2,1508,2131
0,275,0,0,1301,5112
6,28,1,0,1049,1860
18,23,5,2,651,2945
18,23,12,2,2079,8091
20,93,0,1,1781,7412
3,80,0,0,2501,4303
21,149,10,0,7542,10066
21,445,0,0,6076,10717
21,452,0,0,6226,8542
0,70,0,2,1201,3423
17,358,0,3,4691,11488
20,55,0,0,2167,2907
21,87,0,0,4118,5934
21,452,0,0,5820,8847
0,70,0,2,1137,2499
0,1,0,0,935,1542
0,320,0,0,659,4715
1,105,3,0,905,2693
1,106,0,0,485,4071
17,358,0,3,7478,11898
17,39,0,3,2967,14536
18,23,12,2,2065,9156
20,55,0,0,761,1617
3,80,0,0,2193,4657
21,14,0,0,4294,6702
21,446,10,0,6249,8769
21,447,0,0,6209,7616
21,24,10,0,6086,8897
21,76,0,0,6493,9013
21,452,0,0,5978,9267
0,70,0,2,1513,2596
0,450,0,0,1229,9117
0,320,0,0,1027,5154
1,99,0,0,952,2240
17,358,0,3,5378,12049
17,39,0,3,4692,14392
20,55,0,0,639,2013
21,437,0,0,5664,7188
21,445,0,0,7299,9674
21,447,0,0,5886,7486
21,24,10,0,6692,8175
21,452,0,0,6098,8303
21,211,0,0,5656,7961
0,70,0,2,860,2605
0,256,0,0,1452,12086
1,97,0,0,457,3089
17,358,0,3,7805,11828
17,39,0,3,4805,12363
18,23,5,2,783,2786
20,93,0,1,1827,5238
20,55,0,0,1555,2288
3,63,0,1,2006,11705
3,423,15,0,2758,8741
21,443,0,0,5915,8024
21,162,0,1,6315,8877
21,447,0,0,5802,8515
21,24,10,0,6506,8251
21,76,0,0,5445,8087
21,452,0,0,6153,8469
5,101,0,0,1179,1753
0,70,0,2,889,2592
0,294,0,2,1876,4092
0,450,0,0,596,2677
1,456,1,0,341,1997
1,105,3,0,933,2724
1,99,0,0,1103,2365
17,358,0,3,4434,11840
18,23,12,2,1590,8109
20,55,0,0,1175,2624
21,443,0,0,6080,8350
21,149,10,0,6973,9600
21,447,0,0,5637,7999
21,87,0,0,4148,5582
21,452,0,0,6175,8379
5,90,0,0,473,1162
5,101,0,0,950,1580
0,3,0,0,1924,2603
0,70,0,2,814,2525
1,97,3,0,610,2807
1,57,0,0,1574,3015
4,36,0,0,7092,10017
20,93,0,1,2114,8535
20,55,0,0,1217,2234
20,111,0,1,1435,2287
20,92,0,0,339,1752
3,423,15,0,2629,8782
21,437,0,0,5181,6690
21,149,10,0,7232,9537
21,447,0,0,5779,8608
21,167,0,0,6284,8534
21,449,0,0,6364,8777
21,76,0,0,4976,6776
5,112,0,0,667,1243
5,101,0,0,1057,1770
0,70,0,2,640,2405
0,275,0,0,1293,3101
1,456,1,0,600,2262
1,326,1,0,780,3250
1,105,3,0,604,2771
1,7,1,0,384,1749
17,358,0,3,3942,13114
17,11,0,3,369,1156
18,23,5,2,742,3132
18,23,12,2,1733,8057
20,93,0,1,1731,7087
20,55,0,0,941,3173
20,64,0,2,1117,2142
3,416,0,1,2295,6852
3,80,0,0,1780,4076
21,441,10,0,6078,8984
21,149,10,0,6961,10486
21,447,0,0,6175,8654
21,452,0,0,6718,8948
0,70,0,2,1056,3785
0,275,0,0,1061,3332
11,2,0,1,3227,4906
17,358,0,3,4375,11743
20,55,0,0,1256,1765
3,80,0,0,1875,4064
21,452,0,0,6980,8023
0,70,0,2,972,2803
0,1,0,0,1083,1983
0,275,0,0,936,4859
0,450,0,0,1260,4616
1,97,0,0,485,3236
1,326,1,0,778,2712
1,105,3,0,612,3078
1,106,0,0,715,3442
1,57,0,0,1639,4071
2,350,1,1,4746,8542
17,460,15,3,381,963
17,358,0,3,2911,11380
18,23,5,2,798,2911
20,55,0,0,1143,3093
20,104,13,0,1042,6967
20,403,0,0,1786,2912
3,74,0,0,5637,8007
3,423,15,0,2591,8712
3,62,0,0,1872,9278
3,80,0,0,1990,4026
21,37,1,0,6222,8844
0,70,0,2,787,5914
0,103,0,0,4578,9986
1,105,3,0,691,2870
1,7,1,0,609,1409
17,358,0,3,9189,12008
17,11,0,3,429,1121
18,23,5,2,649,2685
18,23,12,2,1741,9149
20,403,0,0,1709,2956
20,115,0,0,1069,1652
3,74,0,0,7421,10481
3,80,0,0,1853,4386
21,447,0,0,5960,7955
21,452,0,0,5904,8924
0,70,0,2,1168,1637
0,275,0,0,1103,5430
1,326,1,0,783,3160
1,106,0,0,599,3642
1,7,1,0,598,2036
1,83,0,0,1286,5793
17,358,0,3,7866,11417
20,73,0,0,1964,2820
3,416,0,1,2542,7380
21,441,10,0,6631,8558
21,149,10,0,7540,10160
21,165,0,0,3520,5269
21,447,0,0,5785,7863
21,167,0,0,6668,8969
21,24,10,0,6188,9056
21,452,0,0,6397,8277
21,65,0,0,3754,5254
21,211,0,0,5670,8318
5,471,0,2,2452,3390
0,70,0,2,1108,2451
0,275,0,0,816,2468
0,450,0,0,913,3716
0,320,0,0,786,3764
1,97,0,0,517,2568
1,106,16,0,625,4067
17,358,0,3,8431,11319
17,10,15,3,656,1229
17,39,0,3,2454,10212
17,11,0,3,464,1021
18,23,6,2,570,2198
18,23,7,2,1007,3345
20,110,0,0,1270,1907
20,114,14,0,1011,4016
20,116,0,0,1174,1572
3,74,0,0,8186,11390
21,437,0,0,4093,5886
21,14,0,0,4030,5845
21,447,0,0,6090,7704
21,452,0,0,6726,9149
21,65,0,0,3680,5310
0,3,0,0,1719,2535
0,70,0,2,939,2796
0,1,0,0,894,2983
1,106,0,0,605,3371
1,83,0,0,1332,4921
18,23,6,1,1169,1716
18,23,6,0,701,1555
18,23,6,2,598,961
18,23,5,0,979,1619
18,23,5,2,774,1365
18,23,7,1,1721,2633
18,23,7,0,1090,2158
18,23,7,2,951,1504
18,23,12,1,4510,7658
18,23,12,0,3506,6026
18,23,12,2,2091,4334
20,55,0,0,1252,2794
20,110,0,0,1048,1576
20,111,0,1,1264,3054
20,114,14,0,851,3729
20,403,0,0,1687,3064
3,80,0,0,2100,4109
21,437,0,0,4440,5964
21,441,10,0,6867,8503
21,446,10,0,5154,7886
21,452,0,0,6076,8374
21,65,0,0,3669,5670
21,211,0,0,5085,7208
0,3,0,0,1334,1660
0,70,0,2,900,2535
0,1,0,0,725,2085
0,275,0,0,624,2292
1,99,0,0,1336,2732
1,83,0,0,1132,4077
11,2,0,1,3046,4704
17,358,0,3,2458,12707
17,11,0,3,377,1358
18,23,6,2,727,2365
18,23,7,2,997,2858
20,55,0,0,990,3256
20,111,0,1,1470,2217
20,114,14,0,701,3511
20,116,0,0,1419,1889
3,63,0,1,1725,11761
3,423,15,0,2124,7375
3,80,0,0,2363,4471
3,113,1,0,959,4822
21,65,0,0,3812,4895
0,70,0,2,622,2062
0,1,0,0,1099,2873
20,55,0,0,1023,3062
20,116,0,0,1295,1694
3,80,0,0,2044,4110
21,149,10,0,6840,9844
21,65,0,0,3508,5402
0,70,0,2,701,3246
0,1,0,0,921,3337
0,450,0,0,1175,2618
18,23,6,1,1167,1647
18,23,5,0,827,1429
18,23,5,2,605,1083
18,23,7,1,2194,3106
18,23,7,0,1398,2551
18,23,7,2,996,1797
20,55,0,0,1029,2821
20,110,0,0,710,999
20,21,0,0,761,1611
20,114,14,0,840,3524
20,123,0,0,1077,3351
3,80,0,0,1928,4193
3,113,1,0,1474,3644
21,441,10,0,6079,8737
21,443,0,0,4262,6554
21,446,10,0,5151,7001
21,24,10,0,5751,7585
21,452,0,0,6738,8820
21,65,0,0,3259,4533
21,211,0,0,4893,7430
0,3,0,0,1210,2203
0,103,0,2,1941,7285
0,450,0,0,846,2897
1,334,0,0,868,2283
17,358,0,3,3283,7688
17,39,0,3,3207,10096
18,23,6,1,1425,2585
20,55,0,0,1164,3463
20,110,0,0,680,981
20,94,0,2,971,7805
20,77,0,0,2007,4635
3,74,0,0,5296,8152
3,423,15,0,3615,7070
3,113,1,0,1177,5138
21,441,10,0,5439,8283
21,149,10,0,7217,9660
21,447,0,0,5959,7613
21,24,10,0,5348,7965
21,65,0,0,3269,5171
21,211,0,0,3857,5221
5,90,0,0,522,1040
0,70,0,2,1164,3638
0,1,0,0,1265,2995
0,283,1,2,1826,2886
0,450,0,0,862,3420
11,2,0,1,3228,5389
17,11,0,3,449,1146
20,55,0,0,911,2239
20,110,0,0,999,1668
20,94,0,2,954,7687
20,104,0,0,869,6936
3,80,0,0,1649,3785
21,441,10,0,5496,8212
21,149,10,0,6762,8428
21,14,0,0,3916,5600
21,162,0,1,6511,9580
21,447,0,0,6146,8749
21,167,0,0,4581,6964
5,126,0,0,1325,2009
0,3,0,0,1127,2106
0,70,0,2,1028,3488
0,262,0,1,1626,3497
0,450,0,0,562,2897
17,358,0,3,3507,8850
18,23,6,1,1403,2390
18,23,7,1,2468,4309
18,23,7,0,1739,2964
18,23,7,2,1373,2008
18,23,12,1,5362,10007
18,23,12,0,3818,6954
20,55,0,0,1240,3416
20,30,0,0,1161,2167
20,116,0,0,1479,2217
3,113,1,0,1427,3163
21,441,10,0,5578,8292
21,149,10,0,6006,8257
21,14,0,0,3967,5848
21,446,10,0,4847,7054
21,447,0,0,5997,8366
21,76,0,0,5472,7022
21,65,0,0,3683,4565
5,108,0,0,1291,3234
5,126,0,2,837,1231
0,3,0,0,1170,2008
0,70,0,2,1053,2388
0,283,1,2,827,2797
0,450,0,0,879,2631
0,320,0,0,765,4365
1,456,1,0,448,1867
11,2,0,1,3100,5133
18,23,6,1,1277,2178
18,23,6,0,988,1530
18,23,6,2,724,1237
18,23,7,1,2433,3583
18,23,7,0,2949,5211
18,23,12,1,5726,9735
20,55,0,0,926,4231
20,110,0,0,1117,1660
20,403,0,0,1509,2882
20,30,0,0,1212,2077
3,423,15,0,1546,5653
3,80,0,0,1834,3799
21,441,10,0,5813,7757
21,446,10,0,4877,7787
21,65,0,0,3535,5290
5,90,0,0,714,1488
23,236,0,0,1437,5854
0,59,0,2,1567,2513
0,70,0,2,1419,4248
0,275,0,0,775,1958
0,294,0,2,1337,2249
0,320,0,0,986,3483
11,2,0,1,3067,5108
17,358,0,3,2638,9077
17,39,0,3,3242,9177
18,23,7,0,1718,2393
18,23,12,0,4038,7477
20,55,0,0,912,3790
20,114,14,0,972,3677
3,80,0,0,1642,3888
3,113,1,0,846,5716
21,441,10,0,5773,7600
21,149,10,0,5432,8268
21,149,0,0,5197,8486
21,14,0,0,3581,5544
21,446,10,0,4659,7748
21,452,0,0,6280,8342
5,98,0,0,805,2336
0,0,0,0,718,2221
0,70,0,2,935,4005
0,103,0,1,7889,13300
0,275,0,0,616,2066
0,283,1,0,1154,4167
0,294,0,2,1004,4354
17,358,0,3,2859,6638
20,55,0,0,1198,3219
20,100,0,0,1351,2346
3,80,0,0,1722,4733
21,14,0,0,3372,4784
21,452,0,0,5966,8160
5,121,0,0,1702,4039
0,70,0,2,1157,2201
0,103,0,1,6802,13454
0,450,0,0,890,2115
17,39,0,3,4297,10601
17,11,0,3,431,1084
20,55,0,0,790,1915
20,110,0,0,616,1819
20,128,0,2,730,4614
3,74,0,0,5023,7140
3,80,0,0,1689,4891
3,113,1,0,1024,3287
21,445,0,0,3699,6140
21,14,0,0,3295,4951
21,24,10,0,4581,6624
21,452,0,0,6681,8411
5,126,0,0,766,1522
5,112,0,0,1041,2798
0,25,0,0,2202,4580
1,326,1,0,871,2614
18,23,12,2,2359,5364
20,93,0,1,1121,4846
20,55,0,0,1151,3598
20,110,0,0,700,1653
20,111,0,1,1552,2852
20,94,0,2,646,4786
20,403,0,0,2005,2908
3,80,0,0,1567,4813
21,14,0,0,3371,4250
21,165,0,0,3396,4684
21,452,0,0,6223,8183
0,70,0,2,1160,3413
0,320,0,0,1003,5769
11,2,0,1,3091,5208
20,55,0,0,1015,2707
20,116,0,0,1541,1803
0,118,0,0,2271,3552
0,70,0,2,786,4078
0,1,0,0,1413,4309
0,301,1,0,647,1241
0,450,0,0,890,2822
0,320,0,0,744,5012
17,358,0,3,2693,8970
18,23,6,1,1989,3477
18,23,6,0,1366,2428
18,23,6,2,1028,1841
18,23,12,1,4704,8599
18,23,12,2,2829,4733
20,93,0,1,989,4332
20,79,0,0,1317,1907
20,110,0,0,668,1942
20,111,0,1,1205,2552
3,80,0,0,1646,4767
3,113,1,0,850,4995
10,61,13,2,3050,4123
21,443,0,0,3743,5664
21,14,0,0,3443,4259
21,446,10,0,4811,7420
21,452,0,0,6107,7993
21,65,0,2,3571,4979
5,90,0,0,505,1576
0,454,1,0,1267,3371
0,103,0,1,4159,7028
0,450,0,0,792,2672
0,320,0,0,688,4258
17,11,0,3,536,928
18,23,0,2,1634,2247
18,23,12,1,5369,9250
18,23,12,0,4533,7840
18,23,12,2,3083,5160
20,93,0,1,1200,7042
20,55,0,0,1226,3702
20,110,0,0,750,1800
20,30,0,0,630,1701
20,115,0,0,2431,3431
3,63,0,1,1233,4295
21,443,0,0,3926,5574
21,445,0,0,3509,5432
21,65,0,2,3476,5060
21,58,0,0,5132,6525
0,118,0,0,2767,3689
0,103,0,1,3790,6945
0,119,0,2,953,2007
11,2,0,1,3036,5976
17,462,0,3,4324,7795
17,358,0,3,2383,8549
18,23,7,1,2133,3851
18,23,12,0,4214,7831
18,23,12,2,2541,5039
20,55,0,0,1270,4492
20,100,0,0,1033,2044
20,116,0,0,1404,1776
21,437,0,0,3244,4580
21,452,0,0,5679,7673
21,65,0,2,2985,5113
21,58,0,0,4605,6248
5,471,0,2,2526,3157
0,454,1,0,1546,3306
0,70,0,2,1503,2049
17,358,0,3,3352,8351
20,55,0,0,1004,3088
3,80,0,0,1473,3607
3,113,1,0,1415,3719
21,443,0,0,3877,5173
21,149,10,0,3485,4531
21,452,0,0,5238,7848
21,65,0,2,3416,5369
23,67,0,2,3794,9516
0,0,0,0,1078,3777
0,118,0,0,1172,3172
0,454,1,0,1337,3415
0,70,0,2,989,4396
0,268,0,2,786,1934
0,450,0,0,755,2915
17,358,0,3,3328,8117
17,39,0,3,3704,11768
17,11,0,3,425,1151
18,23,7,2,1141,2191
18,23,12,1,4706,8708
18,23,12,0,3916,6500
20,93,0,1,2140,7219
20,55,0,0,1230,3329
20,137,0,0,1356,2824
21,443,0,0,3782,5359
21,149,10,0,3359,4546
21,24,10,0,4922,6129
21,452,0,0,6008,7025
21,65,0,2,3373,4841
5,90,0,0,374,844
0,70,0,2,1136,5615
0,275,0,0,707,4150
0,450,0,0,878,2738
0,320,0,0,492,3207
1,97,0,0,616,3005
1,334,0,0,1075,2567
1,57,0,0,985,3500
4,36,0,2,3029,4260
17,358,0,3,871,6799
17,11,0,3,435,1426
20,55,0,0,973,2079
20,68,0,0,1062,2906
20,403,0,0,1947,3201
20,115,0,0,2105,2850
3,113,1,0,895,4778
21,24,10,0,4582,5857
21,58,0,0,4721,6085
0,268,0,2,750,3614
1,132,0,0,480,683
18,23,6,1,1277,1897
18,23,12,1,4646,9272
20,93,0,1,2204,5338
20,64,0,2,1284,2070
20,100,0,0,1619,3378
20,111,0,1,1239,2318
20,389,0,1,1778,3618
20,403,0,0,2291,3224
21,437,0,0,3592,4779
21,14,0,0,3100,4651
21,446,10,0,4579,6673
21,451,13,0,5151,6943
21,58,0,0,4521,5790
21,453,0,0,3096,4087
5,471,0,2,2068,3245
23,236,0,0,1509,6087
17,358,0,3,3121,6853
17,39,0,3,3663,10364
17,11,0,3,455,1448
18,23,6,1,1027,1701
18,23,6,0,702,1261
18,23,6,2,468,775
18,23,7,2,1077,2207
18,23,12,0,4157,6394
20,55,0,0,838,2685
20,111,0,1,1630,2846
20,94,0,2,787,1219
3,423,15,1,1323,5126
21,441,10,0,4619,6507
21,14,0,0,3424,4406
21,447,0,0,5741,7472
21,135,0,0,820,1205
21,24,10,0,4174,6363
21,451,13,0,5055,7077
21,65,0,2,3588,5363
21,58,0,0,4494,5791
21,453,0,0,3075,4336
5,112,0,0,1126,1871
5,98,0,0,879,2118
0,268,0,2,725,2740
1,83,0,0,1280,5470
18,23,12,0,3964,5930
20,93,0,1,1111,5198
20,55,0,0,1260,2877
20,111,0,1,1532,2964
20,115,0,0,1585,2296
21,443,0,0,3425,5123
21,444,0,1,4674,6165
21,445,0,0,3089,5003
21,14,0,0,3166,4159
21,162,0,1,4031,6145
21,447,0,0,5578,7503
21,451,13,0,4913,7280
21,65,0,2,2795,4924
21,58,0,0,4137,6060
21,211,0,0,1723,3457
21,453,0,0,2849,4195
0,118,0,0,1842,3365
0,70,0,2,1087,3207
0,256,0,0,1032,3017
0,130,0,0,590,3786
0,119,0,2,580,865
0,294,0,2,949,1795
11,2,0,1,2983,4713
8,136,1,3,1738,2547
17,358,0,3,3005,8348
17,11,0,3,343,1341
20,55,0,0,1224,3242
20,110,0,0,1038,2048
20,21,0,0,1848,2978
3,62,0,0,1624,5069
3,113,1,0,1209,5191
21,437,0,0,3311,4397
21,443,0,0,3489,5219
21,447,0,0,5451,7768
21,167,0,0,3162,4025
21,452,0,0,3744,5087
21,65,0,2,3490,5365
21,58,0,0,4295,6018
21,453,0,0,2738,3817
0,59,0,2,1706,2621
0,283,1,0,1458,5031
17,358,0,3,3032,6925
20,55,0,0,1237,2853
20,128,0,1,868,3340
20,85,1,2,1225,3087
3,63,0,1,1140,4605
3,113,1,0,922,5877
21,443,0,0,3405,5342
21,14,0,0,3436,4413
0,59,0,2,1594,2774
1,132,0,0,323,519
17,358,0,3,3708,6719
17,39,0,3,3724,9365
20,55,0,0,1200,2556
20,110,0,0,999,2056
20,403,0,0,1541,2817
20,115,0,0,1680,2222
21,437,0,0,2975,4372
21,441,10,0,3871,6061
21,443,0,0,3302,5302
21,14,0,0,3009,4629
21,165,0,0,2863,4330
21,451,13,0,4564,6477
21,452,0,0,3546,4559
21,58,0,0,4405,5652
0,70,0,2,964,4288
0,367,0,0,2523,3870
17,358,0,3,2991,6576
20,55,0,0,978,3055
20,68,0,2,969,3375
21,443,0,0,3553,5093
21,149,10,0,3126,4647
21,444,0,1,4519,6045
21,14,0,0,3339,4327
21,58,0,0,4071,5621
21,453,0,0,2789,4111
0,70,0,2,1170,3660
0,268,0,2,1397,2823
0,283,1,0,1620,3594
17,462,0,3,3017,6750
18,23,7,2,952,2673
18,23,12,2,1796,6244
20,55,0,0,1171,3535
20,68,0,2,853,3197
20,100,0,0,1055,2021
20,115,0,0,1401,2006
20,123,0,0,843,3544
3,80,0,2,1610,2982
21,443,0,0,3275,5120
21,149,10,0,3154,4487
21,65,0,2,3524,4922
21,58,0,0,4177,5432
21,205,10,0,2050,3293
21,211,0,0,1958,3818
23,236,0,0,1152,5983
0,3,0,0,1162,2538
0,450,0,0,961,2564
17,39,0,3,3785,7931
18,23,7,1,1773,2720
18,23,12,0,3073,5246
18,23,12,2,1680,3529
20,55,0,0,1131,3419
20,403,0,0,1692,3193
20,115,0,0,1616,2205
3,423,15,0,1471,4518
21,14,0,0,3180,4503
21,446,10,0,4321,6450
21,447,0,0,4781,7384
21,451,13,0,4646,6702
21,65,0,2,3508,4985
21,58,0,0,3136,5354
21,211,0,0,1857,3874
0,70,0,2,1725,2777
0,367,0,0,2500,4134
18,23,12,1,3871,6499
20,403,0,0,1668,3148
20,115,0,0,1411,2068
20,127,0,0,2217,3022
21,443,0,0,3624,4891
21,447,0,0,4157,6979
21,451,13,0,3912,6692
21,452,0,0,2965,4345
21,205,10,0,2257,3480
0,450,0,0,973,2726
0,320,0,0,640,4444
1,342,0,0,918,2456
17,358,0,3,2570,6794
18,23,12,2,1769,7094
20,55,0,0,1163,3327
20,68,0,2,1002,3179
20,115,0,0,1452,2104
20,116,0,0,3134,4338
21,441,10,0,3851,5889
21,443,0,0,2960,4078
21,447,0,0,4697,6515
21,451,13,0,3890,6340
21,452,0,0,2850,4029
21,469,0,2,3794,4978
21,65,0,0,3206,5428
21,58,0,0,2545,3365
21,205,10,0,2434,3275
0,3,0,0,1202,2294
0,26,1,2,1353,2829
0,283,1,0,568,3571
17,358,0,3,2680,12445
20,55,0,0,1235,3716
20,129,0,0,721,3968
3,80,0,2,1702,3694
21,443,0,0,3077,4485
21,452,0,0,2764,3732
21,65,0,0,3588,5077
21,453,0,0,2860,3944
5,90,0,0,1378,2607
0,3,0,0,976,1292
0,70,0,2,1263,2951
0,119,0,2,852,1545
17,358,0,3,2694,6829
20,55,0,0,1490,3103
20,148,0,0,1864,2463
20,397,13,0,1811,2854
20,403,0,0,1661,2880
3,80,0,2,1540,4060
21,437,0,0,2775,3978
21,441,10,0,3485,6047
21,451,13,0,3850,4820
21,452,0,0,2660,3763
21,469,0,2,3679,4558
21,65,0,0,3359,4821
5,147,0,2,783,2041
0,3,0,0,1036,2325
0,70,0,2,1008,3261
0,367,0,0,2592,4378
0,320,0,0,482,3422
17,358,0,3,2685,6965
17,39,0,3,2394,8721
17,11,0,3,356,840
18,23,7,1,1644,3242
18,23,12,1,3582,5581
20,55,0,0,1631,3310
20,128,0,0,924,2305
20,128,12,1,2387,4180
3,80,0,2,1449,3506
21,441,10,0,3722,6821
21,14,0,0,2916,3872
21,24,10,0,2397,3109
21,452,0,0,2914,4291
21,146,0,2,1560,2577
21,65,0,0,3052,4817
21,205,10,0,2106,3387
0,3,0,0,1475,2198
0,454,1,0,1349,3115
17,358,0,3,2053,7140
17,363,0,3,457,1356
20,55,0,0,1287,3043
20,68,0,2,910,3498
20,389,0,1,1578,4177
20,403,0,0,1713,4511
20,115,0,0,1510,2076
20,116,0,0,2824,3285
21,441,10,0,3469,6250
21,443,0,0,2737,4468
21,445,0,0,2294,4139
21,14,0,0,2901,3967
21,447,0,0,4493,6100
21,24,10,0,2368,3269
21,451,13,0,3780,4966
21,146,0,2,1669,2557
21,469,0,2,3298,4592
21,65,0,0,3666,4890
21,58,0,0,3499,4983
5,90,0,0,1224,2070
0,70,0,2,1081,3323
17,358,0,3,1927,6095
18,23,7,1,1645,2589
18,23,12,1,3327,5534
18,23,12,0,2663,4158
20,93,0,2,1376,4290
20,403,0,0,1731,2924
21,443,0,0,3077,4819
21,14,0,0,3061,4169
21,447,0,0,4450,6194
21,448,1,0,458,2695
21,451,13,0,3569,5269
21,452,0,0,2638,3971
21,146,0,2,1599,2413
21,469,0,0,3343,4326
21,65,0,2,3423,4722
21,58,0,0,3174,4717
21,453,10,0,2957,3770
0,3,0,0,1105,2474
0,275,0,0,527,2037
1,57,0,0,625,3378
20,55,0,0,1226,3118
20,94,0,2,813,3034
20,403,0,0,1764,3332
21,441,10,0,3694,6075
21,165,0,0,2039,3042
21,447,0,0,4430,6080
21,451,13,0,3807,5151
21,452,0,0,3016,3756
21,146,0,2,1594,2565
21,65,0,2,3464,4666
21,58,0,0,3645,4612
21,205,10,0,2130,3224
5,90,0,0,1156,2365
0,3,0,0,1202,1955
17,358,0,3,2467,6569
17,39,0,3,2240,9434
17,11,0,3,375,797
18,23,12,1,3350,6269
20,55,0,0,1129,3627
20,73,0,0,1793,2513
3,113,0,0,962,4535
21,441,10,0,3529,5989
21,14,0,0,2777,3957
21,162,0,1,4024,5748
21,447,0,0,4363,6696
21,451,13,0,3627,5097
21,452,0,0,2656,3610
21,146,0,2,1513,2473
21,65,0,0,3363,4693
21,205,10,0,2237,3060
5,471,0,2,2191,3173
0,59,0,2,1008,2737
0,3,0,0,1150,2497
17,358,0,3,2602,7373
20,55,0,0,1104,2414
3,113,0,0,1112,5136
21,443,0,0,2965,4828
21,149,10,0,2986,4411
21,14,0,0,2787,4277
21,452,0,0,2616,3662
5,101,0,0,1176,1826
0,3,0,0,1140,2043
0,454,1,0,1489,3116
0,450,0,0,804,3308
17,358,0,3,2409,6943
18,23,7,1,1842,2824
20,93,0,2,1234,4689
20,55,0,0,1191,3439
20,68,0,2,690,3138
20,403,0,0,1827,3161
3,113,0,0,1330,3190
21,441,10,0,3464,5970
21,443,0,0,3168,4372
21,150,0,0,1865,2683
21,447,0,0,4567,6341
21,24,10,0,2255,3492
21,451,13,0,3797,5431
21,452,0,0,2778,3454
21,469,0,2,3659,4933
21,58,0,0,3338,4226
0,3,0,0,1145,2227
0,268,0,0,621,3073
0,130,0,1,236,3465
1,151,10,2,258,949
18,23,12,1,3668,7186
18,23,12,0,2998,4669
18,23,12,2,2267,3951
20,403,0,0,1844,3071
20,407,0,0,1166,3454
3,74,0,0,2585,4021
3,423,15,0,533,1068
3,113,0,0,982,5026
21,446,10,0,4286,5308
21,447,0,0,4024,6279
21,24,10,0,2411,3305
21,452,0,0,2610,3668
21,146,0,2,1556,2323
21,65,0,2,3059,4322
21,58,0,0,3230,4516
5,147,0,2,847,2334
0,3,0,0,1693,2929
18,23,12,0,2758,4286
20,93,0,2,1031,4077
20,55,0,0,1215,2455
20,73,0,0,642,1365
20,403,0,0,1802,3428
3,74,0,0,2560,3832
21,441,10,0,3356,5745
21,443,0,0,3365,4856
21,447,0,0,4309,5920
21,448,1,1,489,2872
21,451,13,0,3486,6637
21,452,0,0,2662,3750
21,58,0,0,3389,4673
5,471,0,2,2166,2911
0,59,0,2,781,2577
0,3,0,0,1270,2934
0,103,0,0,2033,3902
1,151,12,0,242,990
2,350,1,1,4625,7788
17,358,0,3,2164,12826
18,23,12,2,1670,3686
20,55,0,0,1427,3447
20,128,10,2,753,2005
20,128,12,1,2452,4075
20,403,0,0,1817,3300
